"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2009-10",99.35473,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2009-11",99.62279,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2009-12",99.91239,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-01",100.2085,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.4855,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.7272,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.9009,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.9955,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.0306,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.0301,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.0049,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-09",100.9848,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.9639,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.9537,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.9649,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.9774,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.9657,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.9152,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.8179,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.6577,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.4378,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.1703,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.8923,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.63902,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.45024,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.34695,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.32038,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.325,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.32777,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.30618,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.28145,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.25283,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.23621,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.23438,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.23685,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.25074,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.26804,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.28272,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.2688,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.2356,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.20746,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.19966,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.22788,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.29482,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.40938,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.55985,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.74621,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-09",99.94005,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.1141,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.2425,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.312,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.3264,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.3018,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.2491,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.1748,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.0696,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-06",99.96014,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-07",99.88865,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.85007,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-09",99.84275,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-10",99.8787,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-11",99.93008,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2014-12",99.99068,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.0712,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.1492,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.225,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.2929,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.3361,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.3559,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.3424,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.2842,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.1965,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.0953,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.96995,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.82649,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.68405,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.55946,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.4818,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.47209,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.49755,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.54277,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.59905,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.67188,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.77721,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.90629,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.0363,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.1656,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.2669,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.3209,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.338,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.338,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.3411,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.3699,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.4123,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.451,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.5113,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.5773,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.6286,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.6613,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.6585,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.6199,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.5821,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.5666,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.5568,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.5149,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.462,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.4195,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.3985,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.3942,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.3899,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2018-12",100.3478,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.2912,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.2243,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.1339,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.0058,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.86987,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.75358,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.66324,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.6234,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.60612,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.56702,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.48695,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.35342,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.17734,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.00235,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-03",96.90096,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-04",95.11803,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-05",96.86774,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-06",98.51363,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-07",98.94518,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-08",99.02963,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-09",99.17144,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-10",99.38233,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-11",99.64336,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2020-12",99.94467,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2021-01",98.59856,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2021-02",98.6926,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.9125,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2021-04",101.1951,
"DNK","CLI","AMPLITUD","LTRENDIDX","M","2021-05",101.4217,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-03",98.66204,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-04",98.81757,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-05",98.99026,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-06",99.17742,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-07",99.37679,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-08",99.58583,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-09",99.8037,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-10",100.0245,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-11",100.24,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1963-12",100.4403,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-01",100.62,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-02",100.7709,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-03",100.8889,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-04",100.9734,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-05",101.0273,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-06",101.0571,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-07",101.0638,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-08",101.052,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-09",101.0272,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-10",100.9956,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-11",100.9577,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1964-12",100.9073,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-01",100.8395,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-02",100.7616,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-03",100.691,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-04",100.6358,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-05",100.5987,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-06",100.5736,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-07",100.5561,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-08",100.5379,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-09",100.5173,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-10",100.4981,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-11",100.4908,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1965-12",100.5113,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-01",100.5562,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-02",100.6013,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-03",100.6087,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-04",100.5545,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-05",100.4275,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-06",100.2232,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-07",99.93807,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-08",99.57969,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-09",99.16235,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-10",98.70637,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-11",98.24835,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1966-12",97.82767,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-01",97.47665,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-02",97.1992,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-03",96.98742,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-04",96.83775,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-05",96.75107,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-06",96.73084,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-07",96.78345,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-08",96.91483,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-09",97.122,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-10",97.39924,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-11",97.72559,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1967-12",98.06963,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-01",98.40224,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-02",98.70136,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-03",98.95925,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-04",99.17771,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-05",99.37103,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-06",99.55695,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-07",99.74574,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-08",99.93069,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-09",100.1004,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-10",100.2426,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-11",100.3582,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1968-12",100.4589,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-01",100.5526,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-02",100.6474,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-03",100.7466,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-04",100.8495,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-05",100.9527,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-06",101.0528,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-07",101.1455,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-08",101.2296,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-09",101.2984,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-10",101.3385,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-11",101.3295,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1969-12",101.2583,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-01",101.1323,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-02",100.9849,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-03",100.8491,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-04",100.7474,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-05",100.6796,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-06",100.6289,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-07",100.576,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-08",100.5078,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-09",100.4198,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-10",100.321,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-11",100.2178,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1970-12",100.1202,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-01",100.032,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-02",99.94907,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-03",99.86131,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-04",99.75777,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-05",99.63521,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-06",99.49447,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-07",99.33494,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-08",99.17274,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-09",99.03225,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-10",98.94382,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-11",98.93691,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1971-12",99.02884,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-01",99.21305,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-02",99.46738,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-03",99.76441,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-04",100.0836,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-05",100.4158,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-06",100.758,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-07",101.1063,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-08",101.4463,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-09",101.7556,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-10",102.0106,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-11",102.1989,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1972-12",102.3057,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-01",102.3191,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-02",102.2495,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-03",102.1216,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-04",101.9677,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-05",101.812,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-06",101.6738,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-07",101.5694,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-08",101.5041,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-09",101.4684,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-10",101.4473,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-11",101.4307,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1973-12",101.4167,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-01",101.4091,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-02",101.4025,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-03",101.3816,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-04",101.3229,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-05",101.1909,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-06",100.9546,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-07",100.5942,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-08",100.1153,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-09",99.54282,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-10",98.91518,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-11",98.26077,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1974-12",97.6096,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-01",96.99231,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-02",96.45444,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-03",96.04896,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-04",95.81701,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-05",95.76859,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-06",95.89841,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-07",96.184,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-08",96.58228,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-09",97.04938,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-10",97.54556,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-11",98.04605,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1975-12",98.53271,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-01",98.98814,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-02",99.39428,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-03",99.73323,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-04",99.98074,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-05",100.1232,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-06",100.1584,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-07",100.0986,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-08",99.98348,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-09",99.86088,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-10",99.76105,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-11",99.68571,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1976-12",99.62197,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-01",99.56073,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-02",99.54379,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-03",99.49566,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-04",99.3938,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-05",99.24327,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-06",99.05986,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-07",98.8788,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-08",98.73574,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-09",98.6567,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-10",98.64936,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-11",98.6927,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1977-12",98.75198,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-01",98.82098,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-02",98.90969,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-03",99.02668,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-04",99.1815,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-05",99.37646,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-06",99.59138,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-07",99.81573,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-08",100.0434,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-09",100.2693,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-10",100.4923,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-11",100.717,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1978-12",100.9598,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-01",101.2203,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-02",101.4827,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-03",101.7243,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-04",101.9153,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-05",102.0584,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-06",102.1685,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-07",102.2662,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-08",102.3411,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-09",102.3729,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-10",102.3437,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-11",102.2572,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1979-12",102.1423,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-01",102.0254,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-02",101.9093,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-03",101.7787,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-04",101.614,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-05",101.4033,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-06",101.1487,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-07",100.8652,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-08",100.5661,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-09",100.2679,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-10",99.98158,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-11",99.71671,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1980-12",99.4731,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1981-01",99.25383,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1981-02",99.07111,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1981-03",98.93786,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1981-04",98.85509,
